fecha,dia_semana,mes,anio,es_fin_semana,es_feriado,franja_horaria,hora_inicio,hora_fin,total_pedidos_franja,total_venta_franja,producto_lider,categoria_lider,canal_predominante,promocion_activa,clima,temperatura,lluvia,porcentaje_delivery,personal_disponible,nivel_demanda
2024-01-05,Viernes,1,2024,0,0,Almuerzo,12,16,169,2726.0,Hamburguesa Clásica,Hamburguesas,Presencial,No,Nublado,24.0,0,35.6,5,Alta demanda
2024-01-05,Viernes,1,2024,0,0,Cena,18,22,137,1634.5,Gaseosa,Bebidas,Delivery,Sí,Nublado,24.0,0,51.8,5,Alta demanda
2024-01-05,Viernes,1,2024,0,0,Desayuno,7,11,78,812.0,Gaseosa,Bebidas,Presencial,No,Nublado,24.0,0,13.5,3,Baja demanda
2024-01-06,Sábado,1,2024,1,0,Almuerzo,12,16,162,2329.6,Salchipapa Especial,Salchipapas,Presencial,Sí,Soleado,30.0,0,47.0,5,Alta demanda
2024-01-06,Sábado,1,2024,1,0,Cena,18,22,133,1539.2,Hamburguesa Clásica,Hamburguesas,Web,Sí,Soleado,30.0,0,64.8,9,Alta demanda
2024-01-06,Sábado,1,2024,1,0,Desayuno,7,11,65,487.6,Gaseosa,Bebidas,Delivery,Sí,Soleado,30.0,0,28.5,4,Baja demanda
2024-01-07,Domingo,1,2024,1,0,Almuerzo,12,16,149,1592.0,Gaseosa,Bebidas,Delivery,No,Soleado,24.0,0,46.8,5,Alta demanda
2024-01-07,Domingo,1,2024,1,0,Cena,18,22,173,1820.0,Gaseosa,Bebidas,Delivery,Sí,Soleado,24.0,0,57.3,6,Alta demanda
2024-01-07,Domingo,1,2024,1,0,Desayuno,7,11,57,449.0,Gaseosa,Bebidas,Presencial,No,Soleado,24.0,0,21.5,3,Baja demanda
2024-01-08,Lunes,1,2024,0,0,Almuerzo,12,16,74,1150.0,Hamburguesa Clásica,Hamburguesas,Delivery,No,Soleado,29.0,0,35.8,5,Baja demanda
2024-01-08,Lunes,1,2024,0,0,Cena,18,22,94,1066.0,Pollo Broaster,Pollos,Delivery,No,Soleado,29.0,0,57.5,8,Demanda moderada
2024-01-08,Lunes,1,2024,0,0,Desayuno,7,11,42,466.0,Alitas BBQ,Pollos,Presencial,No,Soleado,29.0,0,23.0,3,Baja demanda
2024-01-09,Martes,1,2024,0,0,Almuerzo,12,16,107,1529.0,Salchipapa Clásica,Salchipapas,Presencial,No,Nublado,19.0,0,32.2,4,Demanda moderada
2024-01-09,Martes,1,2024,0,0,Cena,18,22,81,1288.0,Salchipapa Clásica,Salchipapas,Delivery,No,Nublado,19.0,0,52.5,4,Demanda moderada
2024-01-09,Martes,1,2024,0,0,Desayuno,7,11,56,472.25,Salchipapa Especial,Salchipapas,Delivery,Sí,Nublado,19.0,0,17.0,4,Baja demanda
2024-01-10,Miércoles,1,2024,0,0,Almuerzo,12,16,125,1382.8,Gaseosa,Bebidas,Presencial,Sí,Soleado,27.0,0,33.8,4,Alta demanda
2024-01-10,Miércoles,1,2024,0,0,Cena,18,22,111,1949.0,Salchipapa Especial,Salchipapas,Delivery,No,Soleado,27.0,0,53.8,5,Demanda moderada
2024-01-10,Miércoles,1,2024,0,0,Desayuno,7,11,35,433.0,Jugo Natural,Bebidas,Delivery,No,Soleado,27.0,0,18.5,2,Baja demanda
2024-01-11,Jueves,1,2024,0,0,Almuerzo,12,16,131,1513.0,Gaseosa,Bebidas,Presencial,No,Soleado,27.0,0,34.8,6,Alta demanda
2024-01-11,Jueves,1,2024,0,0,Cena,18,22,90,858.0,Gaseosa,Bebidas,Delivery,No,Soleado,27.0,0,56.5,4,Demanda moderada
2024-01-11,Jueves,1,2024,0,0,Desayuno,7,11,55,580.0,Salchipapa Clásica,Salchipapas,Presencial,No,Soleado,27.0,0,16.6,2,Baja demanda
2024-01-12,Viernes,1,2024,0,0,Almuerzo,12,16,169,2497.0,Pollo Broaster,Pollos,Presencial,No,Soleado,25.0,0,32.8,6,Alta demanda
2024-01-12,Viernes,1,2024,0,0,Cena,18,22,80,856.0,Gaseosa,Bebidas,Delivery,No,Soleado,25.0,0,54.7,8,Demanda moderada
2024-01-12,Viernes,1,2024,0,0,Desayuno,7,11,59,636.0,Gaseosa,Bebidas,Presencial,No,Soleado,25.0,0,18.5,2,Baja demanda
2024-01-13,Sábado,1,2024,1,0,Almuerzo,12,16,185,2149.45,Pollo Broaster,Pollos,Presencial,Sí,Nublado,23.0,0,39.2,7,Demanda crítica
2024-01-13,Sábado,1,2024,1,0,Cena,18,22,125,1454.2,Gaseosa,Bebidas,Delivery,Sí,Nublado,23.0,0,63.0,8,Alta demanda
2024-01-13,Sábado,1,2024,1,0,Desayuno,7,11,81,607.2,Gaseosa,Bebidas,Presencial,Sí,Nublado,23.0,0,30.6,5,Demanda moderada
2024-01-14,Domingo,1,2024,1,0,Almuerzo,12,16,171,2245.0,Salchipapa Especial,Salchipapas,Presencial,No,Soleado,30.0,0,43.4,4,Alta demanda
2024-01-14,Domingo,1,2024,1,0,Cena,18,22,116,1235.0,Gaseosa,Bebidas,Presencial,Sí,Soleado,30.0,0,60.0,6,Demanda moderada
2024-01-14,Domingo,1,2024,1,0,Desayuno,7,11,65,752.0,Gaseosa,Bebidas,Delivery,No,Soleado,30.0,0,27.8,5,Baja demanda
2024-01-15,Lunes,1,2024,0,0,Almuerzo,12,16,115,1685.0,Pollo Broaster,Pollos,Delivery,Sí,Lluvioso,21.0,1,50.0,5,Demanda moderada
2024-01-15,Lunes,1,2024,0,0,Cena,18,22,137,1689.0,Salchipapa Especial,Salchipapas,Delivery,Sí,Lluvioso,21.0,1,70.4,7,Alta demanda
2024-01-15,Lunes,1,2024,0,0,Desayuno,7,11,45,606.0,Hamburguesa Clásica,Hamburguesas,Delivery,No,Lluvioso,21.0,1,36.8,3,Baja demanda
2024-01-16,Martes,1,2024,0,0,Almuerzo,12,16,115,1302.0,Salchipapa Clásica,Salchipapas,Presencial,No,Soleado,31.0,0,35.8,5,Demanda moderada
2024-01-16,Martes,1,2024,0,0,Cena,18,22,72,1080.7,Pizza Personal,Pizzas,Delivery,Sí,Soleado,31.0,0,54.8,6,Baja demanda
2024-01-16,Martes,1,2024,0,0,Desayuno,7,11,50,518.9,Gaseosa,Bebidas,Presencial,Sí,Soleado,31.0,0,20.2,2,Baja demanda
2024-01-17,Miércoles,1,2024,0,0,Almuerzo,12,16,168,2227.0,Gaseosa,Bebidas,Presencial,No,Soleado,29.0,0,33.8,5,Alta demanda
2024-01-17,Miércoles,1,2024,0,0,Cena,18,22,87,1515.0,Salchipapa Especial,Salchipapas,Delivery,Sí,Soleado,29.0,0,49.2,7,Demanda moderada
2024-01-17,Miércoles,1,2024,0,0,Desayuno,7,11,44,464.0,Gaseosa,Bebidas,Presencial,No,Soleado,29.0,0,17.8,2,Baja demanda
2024-01-18,Jueves,1,2024,0,0,Almuerzo,12,16,74,874.0,Hamburguesa BBQ,Hamburguesas,Web,No,Nublado,23.0,0,43.7,4,Baja demanda
2024-01-18,Jueves,1,2024,0,0,Cena,18,22,151,2161.4,Hamburguesa Clásica,Hamburguesas,Delivery,Sí,Nublado,23.0,0,50.8,4,Alta demanda
2024-01-18,Jueves,1,2024,0,0,Desayuno,7,11,70,668.2,Hamburguesa Clásica,Hamburguesas,Presencial,Sí,Nublado,23.0,0,19.5,3,Baja demanda
2024-01-19,Viernes,1,2024,0,0,Almuerzo,12,16,175,2260.0,Hamburguesa Clásica,Hamburguesas,Presencial,Sí,Nublado,24.0,0,38.5,6,Alta demanda
2024-01-19,Viernes,1,2024,0,0,Cena,18,22,129,1557.0,Alitas BBQ,Pollos,Delivery,No,Nublado,24.0,0,56.6,7,Alta demanda
2024-01-19,Viernes,1,2024,0,0,Desayuno,7,11,67,834.0,Hamburguesa Clásica,Hamburguesas,Presencial,Sí,Nublado,24.0,0,20.8,3,Baja demanda
2024-01-20,Sábado,1,2024,1,0,Almuerzo,12,16,275,3494.4,Pollo Broaster,Pollos,Delivery,Sí,Lluvioso,19.0,1,60.2,7,Demanda crítica
2024-01-20,Sábado,1,2024,1,0,Cena,18,22,166,1920.0,Gaseosa,Bebidas,Web,No,Lluvioso,19.0,1,73.2,8,Alta demanda
2024-01-20,Sábado,1,2024,1,0,Desayuno,7,11,52,393.5,Jugo Natural,Bebidas,Delivery,Sí,Lluvioso,19.0,1,41.0,4,Baja demanda
2024-01-21,Domingo,1,2024,1,0,Almuerzo,12,16,123,1471.45,Cheeseburger,Hamburguesas,Presencial,Sí,Soleado,28.0,0,46.2,7,Alta demanda
2024-01-21,Domingo,1,2024,1,0,Cena,18,22,101,1654.0,Hamburguesa Clásica,Hamburguesas,Presencial,No,Soleado,28.0,0,58.8,6,Demanda moderada
2024-01-21,Domingo,1,2024,1,0,Desayuno,7,11,95,1033.2,Pollo Broaster,Pollos,Presencial,Sí,Soleado,28.0,0,25.7,5,Demanda moderada
2024-01-22,Lunes,1,2024,0,0,Almuerzo,12,16,69,1260.0,Pollo Broaster,Pollos,Delivery,No,Nublado,20.0,0,34.3,5,Baja demanda
2024-01-22,Lunes,1,2024,0,0,Cena,18,22,55,788.0,Gaseosa,Bebidas,Delivery,No,Nublado,20.0,0,61.7,8,Baja demanda
2024-01-22,Lunes,1,2024,0,0,Desayuno,7,11,37,299.0,Gaseosa,Bebidas,Presencial,Sí,Nublado,20.0,0,20.0,2,Baja demanda
2024-01-23,Martes,1,2024,0,0,Almuerzo,12,16,102,1501.0,Pollo Broaster,Pollos,Presencial,No,Nublado,19.0,0,31.8,6,Demanda moderada
2024-01-23,Martes,1,2024,0,0,Cena,18,22,68,948.0,Salchipapa Especial,Salchipapas,Presencial,Sí,Nublado,19.0,0,52.0,4,Baja demanda
2024-01-23,Martes,1,2024,0,0,Desayuno,7,11,43,475.0,Hamburguesa Clásica,Hamburguesas,Presencial,No,Nublado,19.0,0,13.0,2,Baja demanda
2024-01-24,Miércoles,1,2024,0,0,Almuerzo,12,16,72,980.0,Hamburguesa Clásica,Hamburguesas,Web,No,Soleado,27.0,0,32.3,5,Baja demanda
2024-01-24,Miércoles,1,2024,0,0,Cena,18,22,177,2153.0,Gaseosa,Bebidas,Web,Sí,Soleado,27.0,0,57.2,6,Alta demanda
2024-01-24,Miércoles,1,2024,0,0,Desayuno,7,11,55,497.0,Gaseosa,Bebidas,Presencial,No,Soleado,27.0,0,19.4,2,Baja demanda
2024-01-25,Jueves,1,2024,0,0,Almuerzo,12,16,141,1644.0,Pollo Broaster,Pollos,Presencial,Sí,Nublado,18.0,0,35.5,4,Alta demanda
2024-01-25,Jueves,1,2024,0,0,Cena,18,22,123,1552.4,Gaseosa,Bebidas,Presencial,Sí,Nublado,18.0,0,51.4,7,Alta demanda
2024-01-25,Jueves,1,2024,0,0,Desayuno,7,11,58,461.4,Gaseosa,Bebidas,Delivery,Sí,Nublado,18.0,0,20.2,2,Baja demanda
2024-01-26,Viernes,1,2024,0,0,Almuerzo,12,16,176,2773.0,Pollo Broaster,Pollos,Presencial,No,Soleado,25.0,0,32.8,7,Alta demanda
2024-01-26,Viernes,1,2024,0,0,Cena,18,22,125,1984.0,Pollo Broaster,Pollos,Delivery,No,Soleado,25.0,0,54.5,4,Alta demanda
2024-01-26,Viernes,1,2024,0,0,Desayuno,7,11,57,399.0,Gaseosa,Bebidas,Presencial,Sí,Soleado,25.0,0,18.0,2,Baja demanda
2024-01-27,Sábado,1,2024,1,0,Almuerzo,12,16,128,1429.6,Hamburguesa Clásica,Hamburguesas,Delivery,Sí,Soleado,26.0,0,50.0,7,Alta demanda
2024-01-27,Sábado,1,2024,1,0,Cena,18,22,129,1587.0,Alitas BBQ,Pollos,Presencial,No,Soleado,26.0,0,58.4,8,Alta demanda
2024-01-27,Sábado,1,2024,1,0,Desayuno,7,11,88,787.25,Gaseosa,Bebidas,Presencial,Sí,Soleado,26.0,0,24.6,4,Demanda moderada
2024-01-28,Domingo,1,2024,1,0,Almuerzo,12,16,180,2510.0,Pollo Broaster,Pollos,Delivery,No,Nublado,21.0,0,46.2,5,Demanda crítica
2024-01-28,Domingo,1,2024,1,0,Cena,18,22,136,2277.2,Pollo Broaster,Pollos,Delivery,Sí,Nublado,21.0,0,59.8,4,Alta demanda
2024-01-28,Domingo,1,2024,1,0,Desayuno,7,11,29,243.8,Sándwich de Pollo,Sándwiches,Presencial,Sí,Nublado,21.0,0,18.7,3,Baja demanda
2024-01-29,Lunes,1,2024,0,0,Almuerzo,12,16,104,1796.0,Pollo Broaster,Pollos,Delivery,No,Soleado,29.0,0,36.0,7,Demanda moderada
2024-01-29,Lunes,1,2024,0,0,Cena,18,22,90,1278.6,Hamburguesa Clásica,Hamburguesas,Web,Sí,Soleado,29.0,0,50.0,6,Demanda moderada
2024-01-29,Lunes,1,2024,0,0,Desayuno,7,11,55,512.8,Gaseosa,Bebidas,Presencial,Sí,Soleado,29.0,0,20.2,4,Baja demanda
2024-01-30,Martes,1,2024,0,0,Almuerzo,12,16,113,1581.75,Pollo Broaster,Pollos,Web,Sí,Nublado,23.0,0,39.5,6,Demanda moderada
2024-01-30,Martes,1,2024,0,0,Cena,18,22,109,1811.0,Salchipapa Especial,Salchipapas,Delivery,No,Nublado,23.0,0,56.6,4,Demanda moderada
2024-01-30,Martes,1,2024,0,0,Desayuno,7,11,35,402.0,Hamburguesa Clásica,Hamburguesas,Presencial,No,Nublado,23.0,0,18.0,2,Baja demanda
2024-01-31,Miércoles,1,2024,0,0,Almuerzo,12,16,117,1508.6,Hamburguesa Clásica,Hamburguesas,Presencial,Sí,Nublado,19.0,0,37.8,7,Demanda moderada
2024-01-31,Miércoles,1,2024,0,0,Cena,18,22,97,854.8,Gaseosa,Bebidas,Delivery,Sí,Nublado,19.0,0,49.0,5,Demanda moderada
2024-01-31,Miércoles,1,2024,0,0,Desayuno,7,11,52,419.0,Gaseosa,Bebidas,Presencial,No,Nublado,19.0,0,16.2,4,Baja demanda
2024-02-01,Jueves,2,2024,0,0,Almuerzo,12,16,114,1434.5,Pollo Broaster,Pollos,Presencial,Sí,Nublado,20.0,0,37.8,6,Demanda moderada
2024-02-01,Jueves,2,2024,0,0,Cena,18,22,69,1084.0,Gaseosa,Bebidas,Delivery,No,Nublado,20.0,0,59.3,4,Baja demanda
2024-02-01,Jueves,2,2024,0,0,Desayuno,7,11,66,651.0,Gaseosa,Bebidas,Presencial,Sí,Nublado,20.0,0,20.0,3,Baja demanda
2024-02-02,Viernes,2,2024,0,0,Almuerzo,12,16,117,1880.0,Pollo Broaster,Pollos,Presencial,No,Soleado,23.0,0,31.0,7,Demanda moderada
2024-02-02,Viernes,2,2024,0,0,Cena,18,22,175,1479.0,Gaseosa,Bebidas,Presencial,Sí,Soleado,23.0,0,53.3,8,Alta demanda
2024-02-02,Viernes,2,2024,0,0,Desayuno,7,11,60,553.0,Gaseosa,Bebidas,Presencial,No,Soleado,23.0,0,17.4,3,Baja demanda
2024-02-03,Sábado,2,2024,1,0,Almuerzo,12,16,149,2362.4,Salchipapa Especial,Salchipapas,Delivery,Sí,Nublado,24.0,0,44.2,7,Alta demanda
2024-02-03,Sábado,2,2024,1,0,Cena,18,22,132,2338.8,Salchipapa Especial,Salchipapas,Delivery,Sí,Nublado,24.0,0,61.4,9,Alta demanda
2024-02-03,Sábado,2,2024,1,0,Desayuno,7,11,103,959.2,Pollo Broaster,Pollos,Presencial,Sí,Nublado,24.0,0,27.2,3,Demanda moderada
2024-02-04,Domingo,2,2024,1,0,Almuerzo,12,16,169,1762.0,Pollo Broaster,Pollos,Web,No,Nublado,24.0,0,40.2,7,Alta demanda
2024-02-04,Domingo,2,2024,1,0,Cena,18,22,62,708.0,Jugo Natural,Bebidas,Delivery,No,Nublado,24.0,0,55.3,6,Baja demanda
2024-02-04,Domingo,2,2024,1,0,Desayuno,7,11,54,437.0,Gaseosa,Bebidas,Presencial,No,Nublado,24.0,0,27.0,5,Baja demanda
2024-02-05,Lunes,2,2024,0,0,Almuerzo,12,16,149,1932.4,Gaseosa,Bebidas,Delivery,Sí,Nublado,20.0,0,33.5,7,Alta demanda
2024-02-05,Lunes,2,2024,0,0,Cena,18,22,137,1694.0,Gaseosa,Bebidas,Delivery,Sí,Nublado,20.0,0,55.2,8,Alta demanda
2024-02-05,Lunes,2,2024,0,0,Desayuno,7,11,28,400.0,Salchipapa Especial,Salchipapas,Web,No,Nublado,20.0,0,18.0,2,Baja demanda
2024-02-06,Martes,2,2024,0,0,Almuerzo,12,16,126,1654.0,Gaseosa,Bebidas,Presencial,No,Soleado,24.0,0,34.2,7,Alta demanda
2024-02-06,Martes,2,2024,0,0,Cena,18,22,183,2145.9,Gaseosa,Bebidas,Delivery,Sí,Soleado,24.0,0,56.8,7,Demanda crítica
2024-02-06,Martes,2,2024,0,0,Desayuno,7,11,51,465.0,Gaseosa,Bebidas,Presencial,No,Soleado,24.0,0,14.8,2,Baja demanda
2024-02-07,Miércoles,2,2024,0,0,Almuerzo,12,16,91,1214.0,Hamburguesa Clásica,Hamburguesas,Presencial,No,Soleado,28.0,0,32.3,5,Demanda moderada
2024-02-07,Miércoles,2,2024,0,0,Cena,18,22,87,1366.0,Salchipapa Especial,Salchipapas,Delivery,Sí,Soleado,28.0,0,50.8,6,Demanda moderada
2024-02-07,Miércoles,2,2024,0,0,Desayuno,7,11,56,459.0,Gaseosa,Bebidas,Presencial,No,Soleado,28.0,0,18.4,4,Baja demanda
2024-02-08,Jueves,2,2024,0,0,Almuerzo,12,16,116,1864.0,Pollo Broaster,Pollos,Delivery,No,Soleado,31.0,0,38.5,7,Demanda moderada
2024-02-08,Jueves,2,2024,0,0,Cena,18,22,101,1737.0,Hamburguesa Clásica,Hamburguesas,Delivery,Sí,Soleado,31.0,0,52.2,6,Demanda moderada
2024-02-08,Jueves,2,2024,0,0,Desayuno,7,11,63,576.0,Gaseosa,Bebidas,Presencial,No,Soleado,31.0,0,18.4,4,Baja demanda
2024-02-09,Viernes,2,2024,0,0,Almuerzo,12,16,139,1938.0,Pollo Broaster,Pollos,Presencial,No,Nublado,18.0,0,31.0,6,Alta demanda
2024-02-09,Viernes,2,2024,0,0,Cena,18,22,89,967.0,Salchipapa Especial,Salchipapas,Delivery,No,Nublado,18.0,0,46.0,5,Demanda moderada
2024-02-09,Viernes,2,2024,0,0,Desayuno,7,11,60,574.0,Gaseosa,Bebidas,Presencial,No,Nublado,18.0,0,18.5,2,Baja demanda
2024-02-10,Sábado,2,2024,1,0,Almuerzo,12,16,128,1807.0,Pollo Broaster,Pollos,Delivery,No,Lluvioso,21.0,1,53.3,7,Alta demanda
2024-02-10,Sábado,2,2024,1,0,Cena,18,22,177,2234.7,Jugo Natural,Bebidas,Web,Sí,Lluvioso,21.0,1,73.8,6,Alta demanda
2024-02-10,Sábado,2,2024,1,0,Desayuno,7,11,102,1001.2,Gaseosa,Bebidas,Delivery,Sí,Lluvioso,21.0,1,42.0,3,Demanda moderada
2024-02-11,Domingo,2,2024,1,0,Almuerzo,12,16,215,2854.8,Pollo Broaster,Pollos,Delivery,Sí,Nublado,22.0,0,45.8,4,Demanda crítica
2024-02-11,Domingo,2,2024,1,0,Cena,18,22,168,2297.8,Gaseosa,Bebidas,Delivery,Sí,Nublado,22.0,0,57.8,7,Alta demanda
2024-02-11,Domingo,2,2024,1,0,Desayuno,7,11,73,584.6,Gaseosa,Bebidas,Delivery,Sí,Nublado,22.0,0,31.0,3,Baja demanda
2024-02-12,Lunes,2,2024,0,0,Almuerzo,12,16,101,1367.0,Pollo Broaster,Pollos,Presencial,No,Nublado,23.0,0,38.8,6,Demanda moderada
2024-02-12,Lunes,2,2024,0,0,Cena,18,22,57,736.0,Salchipapa Especial,Salchipapas,Delivery,Sí,Nublado,23.0,0,54.0,7,Baja demanda
2024-02-12,Lunes,2,2024,0,0,Desayuno,7,11,51,454.0,Gaseosa,Bebidas,Presencial,No,Nublado,23.0,0,19.5,2,Baja demanda
2024-02-13,Martes,2,2024,0,0,Almuerzo,12,16,121,1832.7,Pollo Broaster,Pollos,Delivery,Sí,Soleado,23.0,0,40.0,6,Alta demanda
2024-02-13,Martes,2,2024,0,0,Cena,18,22,106,1576.0,Gaseosa,Bebidas,Delivery,No,Soleado,23.0,0,57.0,5,Demanda moderada
2024-02-13,Martes,2,2024,0,0,Desayuno,7,11,36,552.0,Pollo Broaster,Pollos,Presencial,No,Soleado,23.0,0,18.3,4,Baja demanda
2024-02-14,Miércoles,2,2024,0,0,Almuerzo,12,16,61,858.0,Salchipapa Clásica,Salchipapas,Presencial,No,Soleado,30.0,0,38.0,5,Baja demanda
2024-02-14,Miércoles,2,2024,0,0,Cena,18,22,121,1718.0,Pollo Broaster,Pollos,Delivery,No,Soleado,30.0,0,49.2,7,Alta demanda
2024-02-14,Miércoles,2,2024,0,0,Desayuno,7,11,47,425.0,Gaseosa,Bebidas,Presencial,No,Soleado,30.0,0,17.2,4,Baja demanda
2024-02-15,Jueves,2,2024,0,0,Almuerzo,12,16,131,1950.0,Pollo Broaster,Pollos,Presencial,Sí,Lluvioso,21.0,1,47.5,7,Alta demanda
2024-02-15,Jueves,2,2024,0,0,Cena,18,22,144,1752.0,Gaseosa,Bebidas,Delivery,No,Lluvioso,21.0,1,65.0,4,Alta demanda
2024-02-15,Jueves,2,2024,0,0,Desayuno,7,11,32,423.0,Sándwich de Pollo,Sándwiches,Delivery,No,Lluvioso,21.0,1,29.3,3,Baja demanda
2024-02-16,Viernes,2,2024,0,0,Almuerzo,12,16,102,1796.0,Salchipapa Especial,Salchipapas,Presencial,No,Soleado,24.0,0,39.7,6,Demanda moderada
2024-02-16,Viernes,2,2024,0,0,Cena,18,22,155,1934.0,Pollo Broaster,Pollos,Web,Sí,Soleado,24.0,0,51.2,7,Alta demanda
2024-02-16,Viernes,2,2024,0,0,Desayuno,7,11,45,290.8,Gaseosa,Bebidas,Presencial,Sí,Soleado,24.0,0,22.0,4,Baja demanda
2024-02-17,Sábado,2,2024,1,0,Almuerzo,12,16,180,1872.0,Hamburguesa Clásica,Hamburguesas,Web,No,Soleado,23.0,0,38.2,5,Demanda crítica
2024-02-17,Sábado,2,2024,1,0,Cena,18,22,173,2129.0,Gaseosa,Bebidas,Delivery,No,Soleado,23.0,0,60.7,5,Alta demanda
2024-02-17,Sábado,2,2024,1,0,Desayuno,7,11,92,985.0,Salchipapa Especial,Salchipapas,Presencial,No,Soleado,23.0,0,26.8,5,Demanda moderada
2024-02-18,Domingo,2,2024,1,0,Almuerzo,12,16,169,2050.0,Gaseosa,Bebidas,Presencial,No,Lluvioso,16.0,1,57.2,6,Alta demanda
2024-02-18,Domingo,2,2024,1,0,Cena,18,22,143,2342.0,Salchipapa Especial,Salchipapas,Delivery,No,Lluvioso,16.0,1,66.0,7,Alta demanda
2024-02-18,Domingo,2,2024,1,0,Desayuno,7,11,48,348.0,Gaseosa,Bebidas,Presencial,No,Lluvioso,16.0,1,41.0,2,Baja demanda
2024-02-19,Lunes,2,2024,0,0,Almuerzo,12,16,102,1635.2,Pollo Broaster,Pollos,Presencial,Sí,Soleado,29.0,0,36.2,7,Demanda moderada
2024-02-19,Lunes,2,2024,0,0,Cena,18,22,99,1429.0,Gaseosa,Bebidas,Web,No,Soleado,29.0,0,53.2,6,Demanda moderada
2024-02-19,Lunes,2,2024,0,0,Desayuno,7,11,35,274.4,Gaseosa,Bebidas,Delivery,Sí,Soleado,29.0,0,19.7,4,Baja demanda
2024-02-20,Martes,2,2024,0,0,Almuerzo,12,16,94,987.2,Gaseosa,Bebidas,Delivery,Sí,Soleado,25.0,0,33.5,7,Demanda moderada
2024-02-20,Martes,2,2024,0,0,Cena,18,22,75,998.4,Salchipapa Especial,Salchipapas,Delivery,Sí,Soleado,25.0,0,53.0,5,Baja demanda
2024-02-20,Martes,2,2024,0,0,Desayuno,7,11,54,622.5,Jugo Natural,Bebidas,Presencial,Sí,Soleado,25.0,0,14.8,2,Baja demanda
2024-02-21,Miércoles,2,2024,0,0,Almuerzo,12,16,72,1108.0,Hamburguesa Clásica,Hamburguesas,Presencial,No,Soleado,27.0,0,36.0,5,Baja demanda
2024-02-21,Miércoles,2,2024,0,0,Cena,18,22,132,1639.0,Gaseosa,Bebidas,Presencial,Sí,Soleado,27.0,0,57.3,4,Alta demanda
2024-02-21,Miércoles,2,2024,0,0,Desayuno,7,11,61,758.8,Salchipapa Especial,Salchipapas,Presencial,Sí,Soleado,27.0,0,16.4,3,Baja demanda
2024-02-22,Jueves,2,2024,0,0,Almuerzo,12,16,138,1745.4,Pollo Broaster,Pollos,Presencial,Sí,Soleado,24.0,0,32.6,5,Alta demanda
2024-02-22,Jueves,2,2024,0,0,Cena,18,22,117,2030.0,Pollo Broaster,Pollos,Web,No,Soleado,24.0,0,53.2,4,Demanda moderada
2024-02-22,Jueves,2,2024,0,0,Desayuno,7,11,61,673.0,Gaseosa,Bebidas,Presencial,No,Soleado,24.0,0,19.0,2,Baja demanda
2024-02-23,Viernes,2,2024,0,0,Almuerzo,12,16,158,2012.0,Gaseosa,Bebidas,Presencial,No,Soleado,27.0,0,38.0,7,Alta demanda
2024-02-23,Viernes,2,2024,0,0,Cena,18,22,136,1732.0,Gaseosa,Bebidas,Presencial,No,Soleado,27.0,0,53.4,5,Alta demanda
2024-02-23,Viernes,2,2024,0,0,Desayuno,7,11,105,894.0,Gaseosa,Bebidas,Presencial,Sí,Soleado,27.0,0,16.8,2,Demanda moderada
